SPECIESID,SpecCode,Genus,Species,FBname,Kingdom,Phylum,Class,Order,Family,,
Fis-31218,5055,Lamprogrammus,exutus,Legless cuskeel,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-25434,5057,Polymetme,corythaeola,Rendezvous fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,,
Fis-31221,5059,Synagrops,microlepis,Thinlip splitfin,Animalia,Chordata,Actinopterygii,Perciformes,Acropomatidae,,
Fis-25435,5061,Talismania,longifilis,Longtail slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-31223,5062,Torpedo,fuscomaculata,Black-spotted torpedo,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,,
Fis-31224,5066,Pagrus,auriga,Redbanded seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-31225,5067,Pagrus,africanus,Southern common seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-31226,5068,Psettodes,bennettii,Spiny turbot,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Psettodidae,,
Fis-31227,5069,Paraconger,notialis,Guinean conger,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,,
Fis-31228,5071,Alepocephalus,rostratus,Risso's smooth-head,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-25440,5072,Antennarius,pardalis,,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,
Fis-31232,5078,Blennius,normani,,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-25443,5079,Spicara,melanurus,Blackspot picarel,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-5669,5081,Trigloporus,lastoviza,Streaked gurnard,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,,
Fis-31236,5094,Lophius,budegassa,Blackbellied angler,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae,,
Fis-25453,5096,Monomitopus,metriostoma,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-25455,5098,Borostomias,antarcticus,Snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-25457,5100,Serranus,africanus,,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-25458,5102,Prognathodes,marcellae,,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-25459,5103,Lophiodes,kempi,Longspine African angler,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae,,
Fis-25461,5105,Spicara,alta,Bigeye picarel,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-25462,5106,Cirrhilabrus,cyanopleura,Blueside wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-31238,5107,Coris,pictoides,Blackstripe coris,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-25463,5108,Diproctacanthus,xanthurus,Yellowtail tubelip,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-25464,5109,Labrichthys,unilineatus,Tubelip wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-25465,5110,Dascyllus,aruanus,Whitetail dascyllus,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-31239,5111,Dascyllus,melanurus,Blacktail humbug,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-25466,5112,Dascyllus,trimaculatus,Threespot dascyllus,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-25467,5113,Dascyllus,reticulatus,Reticulate dascyllus,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-25468,5115,Liza,dumerili,Grooved mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,,
Fis-25470,5120,Chiloscyllium,plagiosum,Whitespotted bambooshark,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,,
Fis-25471,5121,Cheilopogon,suttoni,Sutton's flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-25472,5122,Cypselurus,poecilopterus,Yellowing flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-25473,5125,Oligolepis,acutipennis,Sharptail goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-25474,5126,Pomadasys,commersonnii,Smallspotted grunter,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-31245,5128,Chromis,lineata,Lined chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-31247,5132,Torpedo,marmorata,Marbled electric ray,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,,
Fis-25478,5133,Champsocephalus,esox,Pike icefish,Animalia,Chordata,Actinopterygii,Perciformes,Channichthyidae,,
Fis-25479,5134,Patagonotothen,tessellata,Black southern cod,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,,
Fis-31248,5136,Chaetodon,miliaris,Millet butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-60023,5146,Liza,richardsonii,South African mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,,
Fis-31253,5153,Ambassis,interrupta,Long-spined glass perchlet,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,,
Fis-31254,5155,Stomias,atriventer,Black-belly dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-31255,5156,Melanostigma,pammelas,Midwater eelpout,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,,
Fis-25492,5157,Kuhlia,sandvicensis,Hawaiian flagtail,Animalia,Chordata,Actinopterygii,Perciformes,Kuhliidae,,
Fis-25493,5158,Epinephelus,akaara,Hong Kong grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-25494,5159,Cypselurus,opisthopus,Black-finned flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-31256,5161,Borostomias,panamensis,Panama snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-25511,5195,Pterois,volitans,Red lionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-25512,5196,Cyclichthys,orbicularis,Birdbeak burrfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,,
Fis-25526,5228,Atherinomorus,endrachtensis,Eendracht Land silverside,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,,
Fis-31311,5281,Gramma,loreto,Royal gramma,Animalia,Chordata,Actinopterygii,Perciformes,Grammatidae,,
Fis-25557,5292,Xenomystax,bidentatus,,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,,
Fis-31322,5297,Odontostomias,micropogon,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-31335,5311,Parvilux,ingens,Giant lampfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-25561,5321,Genyagnus,monopterygius,Spotted stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae,,
Fis-25567,5344,Engyprosopon,macrolepis,Largescale dwarf flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-25568,5345,Sargocentron,melanospilos,Blackblotch squirrelfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-25570,5348,Epinephelus,fasciatus,Blacktip grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-25571,5349,Epinephelus,cyanopodus,Speckled blue grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-25572,5350,Epinephelus,maculatus,Highfin grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-25575,5353,Epinephelus,morrhua,Comet grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-25576,5354,Variola,louti,Yellow-edged lyretail,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-25577,5355,Alosa,fallax,Twaite shad,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,,
Fis-31363,5366,Cephalopholis,igarashiensis,Garish hind,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-25586,5367,Epinephelus,areolatus,Areolate grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-25587,5368,Rhabdosargus,sarba,Goldlined seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-139602,5371,Nannobrachium,ritteri,Broadfin lampfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-8339,5374,Stegostoma,fasciatum,Zebra shark,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,,
Fis-31366,5382,Trachurus,capensis,Cape horse mackerel,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,,
Fis-25593,5383,Sparodon,durbanensis,Musselcracker seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-25596,5388,Echidna,nebulosa,Starry moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-25597,5389,Echidna,polyzona,Barred moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-31370,5391,Gymnothorax,favagineus,Laced moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-25598,5392,Gymnothorax,flavimarginatus,Yellow-edged moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-31371,5393,Gymnothorax,margaritophorus,Blotch-necked moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-25599,5394,Gymnothorax,meleagris,Turkey moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-25600,5395,Gymnothorax,pseudothyrsoideus,Highfin moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-25601,5396,Gymnothorax,rueppelliae,Banded moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-31372,5397,Gymnothorax,zonipectis,Barredfin moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-25602,5398,Synodus,variegatus,Variegated lizardfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,
Fis-25603,5399,Taeniura,lymma,Ribbontail stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,,
Fis-6035,5400,Urogymnus,asperrimus,Porcupine ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,,
Fis-25605,5401,Uropterygius,marmoratus,Marbled reef-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-166691,5402,Antennatus,coccineus,Scarlet frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,
Fis-166694,5403,Antennatus,nummifer,Spotfin frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,
Fis-25608,5404,Hemiramphus,far,Black-barred halfbeak,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,
Fis-25610,5406,Sargocentron,cornutum,Threespot squirrelfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-25612,5408,Myripristis,murdjan,Pinecone soldierfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-25613,5410,Choeroichthys,sculptus,Sculptured pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-31377,5414,Nemipterus,thosaporni,Palefin threadfin bream,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,,
Fis-25614,5415,Nemipterus,nematopus,Yellow-tipped threadfin bream,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,,
Fis-25617,5420,Lepophidium,profundorum,Blackrim cusk-eel,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-25618,5423,Sphoeroides,greeleyi,Green puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-25619,5425,Arothron,hispidus,White-spotted puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-25622,5429,Halobatrachus,didactylus,Lusitanian toadfish,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,,
Fis-25629,5441,Hydrolagus,affinis,Smalleyed rabbitfish,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,,
Fis-31389,5443,Upeneus,tragula,Freckled goatfish,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,,
Fis-31390,5444,Fistularia,commersonii,Bluespotted cornetfish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Fistulariidae,,
Fis-21633,5445,Cirrhitichthys,falco,Dwarf hawkfish,Animalia,Chordata,Actinopterygii,Perciformes,Cirrhitidae,,
Fis-31391,5446,Chaetodon,kleinii,Sunburst butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-59453,5447,Centropyge,vrolikii,Pearlscale angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,,
Fis-25631,5448,Amphiprion,clarkii,Yellowtail clownfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-31392,5450,Chromis,atripectoralis,Black-axil chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-25632,5454,Centropyge,bicolor,Bicolor angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,,
Fis-25633,5455,Cynoglossus,bilineatus,Fourlined tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-25634,5456,Cynoglossus,cynoglossus,Bengal tongue sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-143220,5457,Centropyge,flavissima,Lemonpeel angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,,
Fis-143216,5458,Centropyge,bispinosa,Twospined angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,,
Fis-25637,5459,Labroides,dimidiatus,Bluestreak cleaner wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-31394,5460,Pandaka,pygmaea,Dwarf pygmy goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-25642,5465,Liza,falcipinnis,Sicklefin mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,,
Fis-31398,5471,Hoplostethus,cadenati,Black slimehead,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,
Fis-31399,5472,Chaetodon,oxycephalus,Spot-nape butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-25646,5474,Antennarius,striatus,Striated frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,
Fis-25647,5477,Amblyglyphidodon,curacao,Staghorn damselfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-115656,5478,Koumansetta,rainfordi,Old glory,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-31401,5479,Bathygadus,macrops,Bullseye grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-31402,5480,Chauliodus,schmidti,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-25649,5481,Parasudis,fraserbrunneri,,Animalia,Chordata,Actinopterygii,Aulopiformes,Chlorophthalmidae,,
Fis-31403,5482,Cheilodipterus,quinquelineatus,Five-lined cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-25650,5483,Chelmon,rostratus,Copperband butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-31404,5484,Cirrhilabrus,temminckii,Threadfin wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-25651,5485,Coris,variegata,Dapple coris,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-25652,5486,Chrysiptera,rollandi,Rolland's demoiselle,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-25653,5487,Hemiglyphidodon,plagiometopon,Lagoon damselfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-25654,5489,Cynoglossus,lida,Roughscale tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-31406,5492,Raja,microocellata,Small-eyed ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,,
Fis-25659,5497,Bodianus,anthioides,Lyretail hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-25660,5498,Bodianus,axillaris,Axilspot hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-31407,5499,Bodianus,bimaculatus,Twospot hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-25661,5500,Bodianus,diana,Diana's hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-25662,5501,Bodianus,mesothorax,Splitlevel hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-25663,5502,Choerodon,anchorago,Orange-dotted tuskfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-25664,5503,Rhynchobatus,djiddensis,Giant guitarfish,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,,
Fis-25665,5504,Chelidonichthys,capensis,Cape gurnard,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,,
Fis-26148,5507,Himantura,uarnak,Honeycomb stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,,
Fis-15849,5508,Gymnura,natalensis,Butterfly ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Gymnuridae,,
Fis-31408,5509,Rhinobatos,annulatus,Lesser sandshark,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,,
Fis-59325,5511,Dichistius,multifasciatus,Banded galjoen,Animalia,Chordata,Actinopterygii,Perciformes,Dichistiidae,,
Fis-25671,5512,Elops,machnata,Tenpounder,Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,High,
Fis-31409,5513,Liza,tricuspidens,Striped mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,,
Fis-25672,5514,Muraenesox,bagio,Common pike conger,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenesocidae,,
Fis-7508,5517,Pomadasys,multimaculatus,Cock grunter,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-25674,5518,Pomadasys,olivaceus,Olive grunt,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-25676,5520,Johnius,belangerii,Belanger's croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-25677,5521,Neoscorpis,lithophilus,Stone-bream,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,,
Fis-7625,5522,Dinoperca,petersi,Lampfish,Animalia,Chordata,Actinopterygii,Perciformes,Dinopercidae,,
Fis-25679,5524,Epinephelus,chlorostigma,Brownspotted grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-31413,5525,Epinephelus,tukula,Potato grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-31414,5527,Boopsoidea,inornata,Fransmadam,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-25681,5528,Chrysoblephus,anglicus,Englishman seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-25683,5530,Chrysoblephus,puniceus,Slinger seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-25684,5531,Cymatoceps,nasutus,Black musselcracker,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-25685,5532,Pachymetopon,grande,Bronze seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-25687,5535,Rhabdosargus,holubi,Cape stumpnose,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-25688,5536,Spondyliosoma,emarginatum,Steentjie seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-25689,5537,Bolbometopon,muricatum,Green humphead parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-25690,5538,Cetoscarus,bicolor,Bicolour parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-25691,5539,Hipposcarus,longiceps,Pacific longnose parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-25692,5540,Scarus,altipinnis,Filament-finned parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-121730,5541,Scarus,xanthopleura,Red parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-123151,5542,Chlorurus,bowersi,Bower's parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-31416,5543,Scarus,chameleon,Chameleon parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-31417,5544,Scarus,festivus,Festive parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-25694,5545,Scarus,forsteni,Forsten's parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-31418,5546,Scarus,frenatus,Bridled parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-123152,5547,Chlorurus,frontalis,Pacific slopehead parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-31420,5548,Scarus,ghobban,Blue-barred parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-31422,5550,Scarus,niger,Dusky parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-31423,5551,Scarus,oviceps,Dark capped parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-31424,5553,Scarus,psittacus,Common parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-31425,5554,Scarus,quoyi,Quoy's parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-25696,5555,Scarus,rubroviolaceus,Ember parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-63983,5556,Chlorurus,sordidus,Daisy parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-31427,5557,Chaetodon,auriga,Threadfin butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-31428,5558,Chaetodon,baronessa,Eastern triangular butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-31429,5559,Chaetodon,bennetti,Bluelashed butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-31431,5561,Chaetodon,citrinellus,Speckled butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-31432,5562,Chaetodon,ephippium,Saddle butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-31434,5564,Chaetodon,lineolatus,Lined butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-25697,5565,Chaetodon,lunula,Raccoon butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
